process_id,file_size,mem_usage,page_vaults,page_file_peak_usage,self/Non-Self
M,H,VH,H,H,1
M,H,VH,H,M,1
M,H,VH,L,H,0
M,H,VH,L,M,0
M,H,VL,H,L,1
M,H,VL,M,L,1
M,H,VL,VL,L,1
M,H,VL,VH,L,1
M,H,VL,VH,H,1
M,H,VL,VH,M,1
M,H,VL,VL,H,1
M,H,VL,VL,M,1
M,H,VL,M,H,1
M,H,VL,M,M,1
M,H,VL,H,H,1
M,H,VL,H,M,1
M,H,VL,L,H,0
M,H,VL,L,M,0
M,H,M,H,L,1
M,H,M,M,L,1
M,H,M,VL,L,1
M,H,M,VH,L,1
M,H,M,VH,H,1
M,H,M,VH,M,1
M,H,M,VL,H,1
M,H,M,VL,M,1
M,H,M,M,H,1
M,H,M,M,M,1
M,H,M,H,H,1
M,H,M,H,M,1
M,H,M,L,H,0
M,H,M,L,M,0
M,H,H,H,L,1
M,H,H,M,L,1
M,H,H,VL,L,1
M,H,H,VH,L,1
M,H,H,VH,H,1
M,H,H,VH,M,1
M,H,H,VL,H,1
M,H,H,VL,M,1
M,H,H,M,H,1
M,H,H,M,M,1
M,H,H,H,H,1
M,H,H,H,M,1
M,H,H,L,H,0
M,H,H,L,M,0
M,H,L,H,L,1
M,H,L,M,L,1
M,H,L,VL,L,1
M,H,L,VH,L,1
M,H,L,VH,H,1
M,H,L,VH,M,1
M,H,L,VL,H,1
M,H,L,VL,M,1
M,H,L,M,H,1
M,H,L,M,M,1
M,H,L,H,H,1
M,H,L,H,M,1
M,H,L,L,H,1
M,H,L,L,M,0
M,L,H,L,L,0
M,L,M,L,L,0
M,L,VL,L,L,1
M,L,VH,L,L,0
M,L,VH,H,L,1
M,L,VH,M,L,1
M,L,VH,VL,L,1
M,L,VH,VH,L,1
M,L,VH,VH,H,1
M,L,VH,VH,M,1
M,L,VH,VL,H,1
M,L,VH,VL,M,1
M,L,VH,M,H,1
M,L,VH,M,M,1
M,L,VH,H,H,1
M,L,VH,H,M,1
M,L,VH,L,H,0
M,L,VH,L,M,1
M,L,VL,H,L,1
M,L,VL,M,L,1
M,L,VL,VL,L,1
M,L,VL,VH,L,1
M,L,VL,VH,H,1
M,L,VL,VH,M,1
M,L,VL,VL,H,1
M,L,VL,VL,M,1
M,L,VL,M,H,1
M,L,VL,M,M,1
M,L,VL,H,H,1
M,L,VL,H,M,1
M,L,VL,L,H,1
M,L,VL,L,M,0
M,L,M,H,L,1
M,L,M,M,L,1
M,L,M,VL,L,1
M,L,M,VH,L,1
M,L,M,VH,H,1
M,L,M,VH,M,1
M,L,M,VL,H,1
M,L,M,VL,M,1
M,L,M,M,H,1
M,L,M,M,M,1
M,L,M,H,H,1
M,L,M,H,M,1
M,L,M,L,H,0
M,L,M,L,M,1
M,L,H,H,L,1
M,L,H,M,L,1
M,L,H,VL,L,1
M,L,H,VH,L,1
M,L,H,VH,H,1
M,L,H,VH,M,1
M,L,H,VL,H,1
M,L,H,VL,M,1
M,L,H,M,H,1
M,L,H,M,M,1
M,L,H,H,H,1
M,L,H,H,M,1
M,L,H,L,H,0
M,L,H,L,M,0
M,L,L,H,L,1
M,L,L,M,L,1
M,L,L,VL,L,1
M,L,L,VH,L,1
M,L,L,VH,H,1
M,L,L,VH,M,1
M,L,L,VL,H,1
M,L,L,VL,M,1
M,L,L,M,H,1
M,L,L,M,M,1
M,L,L,H,H,1
M,L,L,H,M,1
M,L,L,L,H,0
M,L,L,L,M,0
H,H,L,L,L,0
H,M,L,L,L,0
H,VL,L,L,L,0
H,VH,L,L,L,1
H,VH,H,L,L,0
H,VH,M,L,L,0
H,VH,VL,L,L,0
H,VH,VH,L,L,1
H,VH,VH,H,L,1
H,VH,VH,M,L,1
H,VH,VH,VL,L,1
H,VH,VH,VH,L,1
H,VH,VH,VH,H,1
H,VH,VH,VH,M,1
H,VH,VH,VL,H,0
H,VH,VH,VL,M,1
H,VH,VH,M,H,1
H,VH,VH,M,M,1
H,VH,VH,H,H,1
H,VH,VH,H,M,1
H,VH,VH,L,H,1
H,VH,VH,L,M,1
H,VH,VL,H,L,1
H,VH,VL,M,L,1
H,VH,VL,VL,L,0
H,VH,VL,VH,L,1
H,VH,VL,VH,H,1
H,VH,VL,VH,M,1
H,VH,VL,VL,H,1
H,VH,VL,VL,M,1
H,VH,VL,M,H,1
H,VH,VL,M,M,1
H,VH,VL,H,H,1
H,VH,VL,H,M,1
H,VH,VL,L,H,1
H,VH,VL,L,M,0
H,VH,M,H,L,1
H,VH,M,M,L,1
H,VH,M,VL,L,1
H,VH,M,VH,L,1
H,VH,M,VH,H,1
H,VH,M,VH,M,1
H,VH,M,VL,H,1
H,VH,M,VL,M,1
H,VH,M,M,H,1
H,VH,M,M,M,1
H,VH,M,H,H,1
H,VH,M,H,M,1
H,VH,M,L,H,1
H,VH,M,L,M,1
H,VH,H,H,L,1
H,VH,H,M,L,1
H,VH,H,VL,L,1
H,VH,H,VH,L,1
H,VH,H,VH,H,1
H,VH,H,VH,M,1
H,VH,H,VL,H,1
H,VH,H,VL,M,1
H,VH,H,M,H,1
H,VH,H,M,M,1
H,VH,H,H,H,1
H,VH,H,H,M,0
H,VH,H,L,H,1
H,VH,H,L,M,1
H,VH,L,H,L,1
H,VH,L,M,L,0
H,VH,L,VL,L,0
H,VH,L,VH,L,1
H,VH,L,VH,H,1
H,VH,L,VH,M,1
H,VH,L,VL,H,1
H,VH,L,VL,M,0
H,VH,L,M,H,0
H,VH,L,M,M,1
H,VH,L,H,H,1
H,VH,L,H,M,0
H,VH,L,L,H,0
H,VH,L,L,M,1
H,VL,H,L,L,1
H,VL,M,L,L,0
H,VL,VL,L,L,0
H,VL,VH,L,L,0
H,VL,VH,H,L,1
H,VL,VH,M,L,1
H,VL,VH,VL,L,0
H,VL,VH,VH,L,1
H,VL,VH,VH,H,1
H,VL,VH,VH,M,1
H,VL,VH,VL,H,1
H,VL,VH,VL,M,0
H,VL,VH,M,H,1
H,VL,VH,M,M,1
H,VL,VH,H,H,1
H,VL,VH,H,M,1
H,VL,VH,L,H,1
H,VL,VH,L,M,1
H,VL,VL,H,L,1
H,VL,VL,M,L,1
H,VL,VL,VL,L,0
H,VL,VL,VH,L,1
H,VL,VL,VH,H,1
H,VL,VL,VH,M,1
H,VL,VL,VL,H,1
H,VL,VL,VL,M,0
H,VL,VL,M,H,1
H,VL,VL,M,M,1
H,VL,VL,H,H,1
H,VL,VL,H,M,1
H,VL,VL,L,H,1
H,VL,VL,L,M,0
H,VL,M,H,L,1
H,VL,M,M,L,1
H,VL,M,VL,L,1
H,VL,M,VH,L,1
H,VL,M,VH,H,1
H,VL,M,VH,M,1
H,VL,M,VL,H,1
H,VL,M,VL,M,1
H,VL,M,M,H,1
H,VL,M,M,M,0
H,VL,M,H,H,1
H,VL,M,H,M,0
H,VL,M,L,H,0
H,VL,M,L,M,1
H,VL,H,H,L,1
H,VL,H,M,L,1
H,VL,H,VL,L,1
H,VL,H,VH,L,1
H,VL,H,VH,H,1
H,VL,H,VH,M,1
H,VL,H,VL,H,1
H,VL,H,VL,M,1
H,VL,H,M,H,1
H,VL,H,M,M,0
H,VL,H,H,H,1
H,VL,H,H,M,0
H,VL,H,L,H,1
H,VL,H,L,M,1
H,VL,L,H,L,1
H,VL,L,M,L,1
H,VL,L,VL,L,1
H,VL,L,VH,L,1
H,VL,L,VH,H,1
H,VL,L,VH,M,1
H,VL,L,VL,H,1
H,VL,L,VL,M,1
H,VL,L,M,H,1
H,VL,L,M,M,1
H,VL,L,H,H,1
H,VL,L,H,M,1
H,VL,L,L,H,0
H,VL,L,L,M,1
H,M,H,L,L,0
H,M,M,L,L,0
H,M,VL,L,L,0
H,M,VH,L,L,0
H,M,VH,H,L,1
H,M,VH,M,L,1
H,M,VH,VL,L,0
H,M,VH,VH,L,1
H,M,VH,VH,H,1
H,M,VH,VH,M,1
H,M,VH,VL,H,1
H,M,VH,VL,M,1
H,M,VH,M,H,1
H,M,VH,M,M,1
H,M,VH,H,H,1
H,M,VH,H,M,0
H,M,VH,L,H,0
H,M,VH,L,M,0
H,M,VL,H,L,1
H,M,VL,M,L,0
H,M,VL,VL,L,0
H,M,VL,VH,L,1
H,M,VL,VH,H,1
H,M,VL,VH,M,1
H,M,VL,VL,H,0
H,M,VL,VL,M,0
H,M,VL,M,H,0
H,M,VL,M,M,0
H,M,VL,H,H,0
H,M,VL,H,M,1
H,M,VL,L,H,0
H,M,VL,L,M,1
H,M,M,H,L,1
H,M,M,M,L,0
H,M,M,VL,L,1
H,M,M,VH,L,1
H,M,M,VH,H,1
H,M,M,VH,M,1
H,M,M,VL,H,1
H,M,M,VL,M,1
H,M,M,M,H,1
H,M,M,M,M,1
H,M,M,H,H,1
H,M,M,H,M,1
H,M,M,L,H,0
H,M,M,L,M,0
H,M,H,H,L,1
H,M,H,M,L,1
H,M,H,VL,L,1
H,M,H,VH,L,1
H,M,H,VH,H,1
H,M,H,VH,M,1
H,M,H,VL,H,1
H,M,H,VL,M,1
H,M,H,M,H,1
H,M,H,M,M,0
H,M,H,H,H,1
H,M,H,H,M,1
H,M,H,L,H,0
H,M,H,L,M,0
H,M,L,H,L,1
H,M,L,M,L,1
H,M,L,VL,L,1
H,M,L,VH,L,1
H,M,L,VH,H,1
H,M,L,VH,M,1
H,M,L,VL,H,1
H,M,L,VL,M,1
H,M,L,M,H,1
H,M,L,M,M,1
H,M,L,H,H,1
H,M,L,H,M,1
H,M,L,L,H,0
H,M,L,L,M,1
H,H,H,L,L,1
H,H,M,L,L,1
H,H,VL,L,L,1
H,H,VH,L,L,1
H,H,VH,H,L,1
H,H,VH,M,L,1
H,H,VH,VL,L,1
H,H,VH,VH,L,1
H,H,VH,VH,H,1
H,H,VH,VH,M,1
H,H,VH,VL,H,1
H,H,VH,VL,M,1
H,H,VH,M,H,1
H,H,VH,M,M,0
H,H,VH,H,H,1
H,H,VH,H,M,1
H,H,VH,L,H,1
H,H,VH,L,M,1
H,H,VL,H,L,0
H,H,VL,M,L,1
H,H,VL,VL,L,0
H,H,VL,VH,L,1
H,H,VL,VH,H,1
H,H,VL,VH,M,1
H,H,VL,VL,H,1
H,H,VL,VL,M,1
H,H,VL,M,H,1
H,H,VL,M,M,1
H,H,VL,H,H,1
H,H,VL,H,M,1
H,H,VL,L,H,0
H,H,VL,L,M,0
H,H,M,H,L,1
H,H,M,M,L,1
H,H,M,VL,L,1
H,H,M,VH,L,1
H,H,M,VH,H,1
H,H,M,VH,M,1
H,H,M,VL,H,0
H,H,M,VL,M,1
H,H,M,M,H,1
H,H,M,M,M,1
H,H,M,H,H,1
H,H,M,H,M,0
H,H,M,L,H,1
H,H,M,L,M,1
H,H,H,H,L,1
H,H,H,M,L,1
H,H,H,VL,L,1
H,H,H,VH,L,1
H,H,H,VH,H,1
H,H,H,VH,M,1
H,H,H,VL,H,1
H,H,H,VL,M,1
H,H,H,M,H,1
H,H,H,M,M,1
H,H,H,H,H,1
H,H,H,H,M,1
H,H,H,L,H,1
H,H,H,L,M,0
H,H,L,H,L,1
H,H,L,M,L,1
H,H,L,VL,L,1
H,H,L,VH,L,1
H,H,L,VH,H,1
H,H,L,VH,M,1
H,H,L,VL,H,1
H,H,L,VL,M,1
H,H,L,M,H,1
H,H,L,M,M,1
H,H,L,H,H,1
H,H,L,H,M,1
H,H,L,L,H,1
H,H,L,L,M,0
H,L,H,L,L,1
H,L,M,L,L,0
H,L,VL,L,L,0
H,L,VH,L,L,1
H,L,VH,H,L,1
H,L,VH,M,L,1
H,L,VH,VL,L,1
H,L,VH,VH,L,1
H,L,VH,VH,H,1
H,L,VH,VH,M,1
H,L,VH,VL,H,1
H,L,VH,VL,M,0
H,L,VH,M,H,0
H,L,VH,M,M,1
H,L,VH,H,H,1
H,L,VH,H,M,0
H,L,VH,L,H,1
H,L,VH,L,M,1
H,L,VL,H,L,1
H,L,VL,M,L,1
H,L,VL,VL,L,0
H,L,VL,VH,L,1
H,L,VL,VH,H,1
H,L,VL,VH,M,1
H,L,VL,VL,H,0
H,L,VL,VL,M,0
H,L,VL,M,H,0
H,L,VL,M,M,0
H,L,VL,H,H,1
H,L,VL,H,M,1
H,L,VL,L,H,0
H,L,VL,L,M,0
H,L,M,H,L,1
H,L,M,M,L,1
H,L,M,VL,L,1
H,L,M,VH,L,1
H,L,M,VH,H,1
H,L,M,VH,M,1
H,L,M,VL,H,1
H,L,M,VL,M,1
H,L,M,M,H,1
H,L,M,M,M,1
H,L,M,H,H,1
H,L,M,H,M,1
H,L,M,L,H,0
H,L,M,L,M,1
H,L,H,H,L,1
H,L,H,M,L,1
H,L,H,VL,L,1
H,L,H,VH,L,1
H,L,H,VH,H,1
H,L,H,VH,M,1
H,L,H,VL,H,0
H,L,H,VL,M,0
H,L,H,M,H,1
H,L,H,M,M,0
H,L,H,H,H,1
H,L,H,H,M,0
H,L,H,L,H,0
H,L,H,L,M,1
H,L,L,H,L,1
H,L,L,M,L,0
H,L,L,VL,L,0
H,L,L,VH,L,1
H,L,L,VH,H,1
H,L,L,VH,M,1
H,L,L,VL,H,1
H,L,L,VL,M,1
H,L,L,M,H,1
H,L,L,M,M,1
H,L,L,H,H,1
H,L,L,H,M,0
H,L,L,L,H,1
H,L,L,L,M,1
L,H,L,L,L,0
L,M,L,L,L,1
L,VL,L,L,L,0
L,VH,L,L,L,1
L,VH,H,L,L,1
L,VH,M,L,L,0
L,VH,VL,L,L,1
L,VH,VH,L,L,0
L,VH,VH,H,L,1
L,VH,VH,M,L,1
L,VH,VH,VL,L,0
L,VH,VH,VH,L,1
L,VH,VH,VH,H,1
L,VH,VH,VH,M,1
L,VH,VH,VL,H,1
L,VH,VH,VL,M,0
L,VH,VH,M,H,1
L,VH,VH,M,M,0
L,VH,VH,H,H,1
L,VH,VH,H,M,1
L,VH,VH,L,H,0
L,VH,VH,L,M,1
L,VH,VL,H,L,1
L,VH,VL,M,L,1
L,VH,VL,VL,L,1
L,VH,VL,VH,L,1
L,VH,VL,VH,H,1
L,VH,VL,VH,M,1
L,VH,VL,VL,H,1
L,VH,VL,VL,M,0
L,VH,VL,M,H,1
L,VH,VL,M,M,1
L,VH,VL,H,H,1
L,VH,VL,H,M,0
L,VH,VL,L,H,0
L,VH,VL,L,M,1
L,VH,M,H,L,1
L,VH,M,M,L,1
L,VH,M,VL,L,1
L,VH,M,VH,L,1
L,VH,M,VH,H,1
L,VH,M,VH,M,1
L,VH,M,VL,H,0
L,VH,M,VL,M,0
L,VH,M,M,H,1
L,VH,M,M,M,0
L,VH,M,H,H,1
L,VH,M,H,M,1
L,VH,M,L,H,1
L,VH,M,L,M,1
L,VH,H,H,L,1
L,VH,H,M,L,1
L,VH,H,VL,L,1
L,VH,H,VH,L,1
L,VH,H,VH,H,1
L,VH,H,VH,M,1
L,VH,H,VL,H,1
L,VH,H,VL,M,0
L,VH,H,M,H,1
L,VH,H,M,M,0
L,VH,H,H,H,1
L,VH,H,H,M,1
L,VH,H,L,H,1
L,VH,H,L,M,1
L,VH,L,H,L,1
L,VH,L,M,L,0
L,VH,L,VL,L,0
L,VH,L,VH,L,1
L,VH,L,VH,H,1
L,VH,L,VH,M,1
L,VH,L,VL,H,1
L,VH,L,VL,M,1
L,VH,L,M,H,1
L,VH,L,M,M,0
L,VH,L,H,H,1
L,VH,L,H,M,0
L,VH,L,L,H,0
L,VH,L,L,M,1
L,VL,H,L,L,1
L,VL,M,L,L,1
L,VL,VL,L,L,0
L,VL,VH,L,L,1
L,VL,VH,H,L,1
L,VL,VH,M,L,1
L,VL,VH,VL,L,1
L,VL,VH,VH,L,1
L,VL,VH,VH,H,1
L,VL,VH,VH,M,1
L,VL,VH,VL,H,0
L,VL,VH,VL,M,0
L,VL,VH,M,H,1
L,VL,VH,M,M,1
L,VL,VH,H,H,1
L,VL,VH,H,M,1
L,VL,VH,L,H,1
L,VL,VH,L,M,1
L,VL,VL,H,L,1
L,VL,VL,M,L,1
L,VL,VL,VL,L,0
L,VL,VL,VH,L,1
L,VL,VL,VH,H,1
L,VL,VL,VH,M,1
L,VL,VL,VL,H,1
L,VL,VL,VL,M,1
L,VL,VL,M,H,1
L,VL,VL,M,M,0
L,VL,VL,H,H,1
L,VL,VL,H,M,1
L,VL,VL,L,H,1
L,VL,VL,L,M,1
L,VL,M,H,L,1
L,VL,M,M,L,1
L,VL,M,VL,L,0
L,VL,M,VH,L,1
L,VL,M,VH,H,1
L,VL,M,VH,M,1
L,VL,M,VL,H,1
L,VL,M,VL,M,0
L,VL,M,M,H,1
L,VL,M,M,M,0
L,VL,M,H,H,1
L,VL,M,H,M,0
L,VL,M,L,H,1
L,VL,M,L,M,1
L,VL,H,H,L,1
L,VL,H,M,L,1
L,VL,H,VL,L,1
L,VL,H,VH,L,1
L,VL,H,VH,H,1
L,VL,H,VH,M,1
L,VL,H,VL,H,0
L,VL,H,VL,M,0
L,VL,H,M,H,1
L,VL,H,M,M,1
L,VL,H,H,H,1
L,VL,H,H,M,0
L,VL,H,L,H,0
L,VL,H,L,M,1
L,VL,L,H,L,1
L,VL,L,M,L,1
L,VL,L,VL,L,1
L,VL,L,VH,L,1
L,VL,L,VH,H,1
L,VL,L,VH,M,1
L,VL,L,VL,H,1
L,VL,L,VL,M,1
L,VL,L,M,H,1
L,VL,L,M,M,1
L,VL,L,H,H,1
L,VL,L,H,M,1
L,VL,L,L,H,1
L,VL,L,L,M,1
L,M,H,L,L,1
L,M,M,L,L,1
L,M,VL,L,L,0
L,M,VH,L,L,1
L,M,VH,H,L,1
L,M,VH,M,L,1
L,M,VH,VL,L,1
L,M,VH,VH,L,1
L,M,VH,VH,H,1
L,M,VH,VH,M,1
L,M,VH,VL,H,0
L,M,VH,VL,M,1
L,M,VH,M,H,1
L,M,VH,M,M,1
L,M,VH,H,H,1
L,M,VH,H,M,1
L,M,VH,L,H,1
L,M,VH,L,M,1
L,M,VL,H,L,1
L,M,VL,M,L,1
L,M,VL,VL,L,1
L,M,VL,VH,L,1
L,M,VL,VH,H,1
L,M,VL,VH,M,1
L,M,VL,VL,H,1
L,M,VL,VL,M,1
L,M,VL,M,H,1
L,M,VL,M,M,1
L,M,VL,H,H,1
L,M,VL,H,M,1
L,M,VL,L,H,0
L,M,VL,L,M,1
L,M,M,H,L,1
L,M,M,M,L,1
L,M,M,VL,L,1
L,M,M,VH,L,1
L,M,M,VH,H,1
L,M,M,VH,M,1
L,M,M,VL,H,1
L,M,M,VL,M,0
L,M,M,M,H,0
L,M,M,M,M,0
L,M,M,H,H,1
L,M,M,H,M,0
L,M,M,L,H,1
L,M,M,L,M,1
L,M,H,H,L,1
L,M,H,M,L,1
L,M,H,VL,L,1
L,M,H,VH,L,1
L,M,H,VH,H,1
L,M,H,VH,M,1
L,M,H,VL,H,1
L,M,H,VL,M,1
L,M,H,M,H,1
L,M,H,M,M,0
L,M,H,H,H,1
L,M,H,H,M,1
L,M,H,L,H,1
L,M,H,L,M,1
L,M,L,H,L,1
L,M,L,M,L,1
L,M,L,VL,L,1
L,M,L,VH,L,1
L,M,L,VH,H,1
L,M,L,VH,M,1
L,M,L,VL,H,1
L,M,L,VL,M,1
L,M,L,M,H,1
L,M,L,M,M,1
L,M,L,H,H,1
L,M,L,H,M,1
L,M,L,L,H,1
L,M,L,L,M,1
L,H,H,L,L,1
L,H,M,L,L,0
L,H,VL,L,L,0
L,H,VH,L,L,1
L,H,VH,H,L,1
L,H,VH,M,L,1
L,H,VH,VL,L,0
L,H,VH,VH,L,1
L,H,VH,VH,H,1
L,H,VH,VH,M,1
L,H,VH,VL,H,1
L,H,VH,VL,M,1
L,H,VH,M,H,1
L,H,VH,M,M,1
L,H,VH,H,H,1
L,H,VH,H,M,1
L,H,VH,L,H,1
L,H,VH,L,M,1
L,H,VL,H,L,1
L,H,VL,M,L,1
L,H,VL,VL,L,1
L,H,VL,VH,L,1
L,H,VL,VH,H,1
L,H,VL,VH,M,1
L,H,VL,VL,H,1
L,H,VL,VL,M,0
L,H,VL,M,H,1
L,H,VL,M,M,0
L,H,VL,H,H,1
L,H,VL,H,M,0
L,H,VL,L,H,0
L,H,VL,L,M,1
L,H,M,H,L,1
L,H,M,M,L,1
L,H,M,VL,L,1
L,H,M,VH,L,1
L,H,M,VH,H,1
L,H,M,VH,M,1
L,H,M,VL,H,0
L,H,M,VL,M,1
L,H,M,M,H,1
L,H,M,M,M,0
L,H,M,H,H,1
L,H,M,H,M,1
L,H,M,L,H,0
L,H,M,L,M,1
L,H,H,H,L,1
L,H,H,M,L,1
L,H,H,VL,L,1
L,H,H,VH,L,1
L,H,H,VH,H,1
L,H,H,VH,M,1
L,H,H,VL,H,0
L,H,H,VL,M,0
L,H,H,M,H,1
L,H,H,M,M,1
L,H,H,H,H,1
L,H,H,H,M,1
L,H,H,L,H,1
L,H,H,L,M,1
L,H,L,H,L,1
L,H,L,M,L,1
L,H,L,VL,L,1
L,H,L,VH,L,1
L,H,L,VH,H,1
L,H,L,VH,M,1
L,H,L,VL,H,1
L,H,L,VL,M,1
L,H,L,M,H,1
L,H,L,M,M,1
L,H,L,H,H,1
L,H,L,H,M,1
L,H,L,L,H,1
L,H,L,L,M,1
L,L,H,L,L,1
L,L,M,L,L,0
L,L,VL,L,L,0
L,L,VH,L,L,1
L,L,VH,H,L,1
L,L,VH,M,L,0
L,L,VH,VL,L,0
L,L,VH,VH,L,1
L,L,VH,VH,H,1
L,L,VH,VH,M,1
L,L,VH,VL,H,1
L,L,VH,VL,M,1
L,L,VH,M,H,1
L,L,VH,M,M,1
L,L,VH,H,H,0
L,L,VH,H,M,1
L,L,VH,L,H,0
L,L,VH,L,M,1
L,L,VL,H,L,1
L,L,VL,M,L,1
L,L,VL,VL,L,1
L,L,VL,VH,L,1
L,L,VL,VH,H,1
L,L,VL,VH,M,1
L,L,VL,VL,H,1
L,L,VL,VL,M,1
L,L,VL,M,H,1
L,L,VL,M,M,0
L,L,VL,H,H,1
L,L,VL,H,M,1
L,L,VL,L,H,0
L,L,VL,L,M,1
L,L,M,H,L,1
L,L,M,M,L,1
L,L,M,VL,L,1
L,L,M,VH,L,1
L,L,M,VH,H,1
L,L,M,VH,M,1
L,L,M,VL,H,1
L,L,M,VL,M,1
L,L,M,M,H,1
L,L,M,M,M,1
L,L,M,H,H,1
L,L,M,H,M,0
L,L,M,L,H,1
L,L,M,L,M,1
L,L,H,H,L,1
L,L,H,M,L,0
L,L,H,VL,L,1
L,L,H,VH,L,1
L,L,H,VH,H,1
L,L,H,VH,M,1
L,L,H,VL,H,0
L,L,H,VL,M,1
L,L,H,M,H,0
L,L,H,M,M,1
L,L,H,H,H,0
L,L,H,H,M,1
L,L,H,L,H,1
L,L,H,L,M,1
L,L,L,H,L,1
L,L,L,M,L,0
L,L,L,VL,L,0
L,L,L,VH,L,1
L,L,L,VH,H,1
L,L,L,VH,M,1
L,L,L,VL,H,0
L,L,L,VL,M,1
L,L,L,M,H,1
L,L,L,M,M,1
L,L,L,H,H,1
L,L,L,H,M,1
L,L,L,L,H,0
L,L,L,L,M,1
L,L,L,L,VH,0
H,L,L,L,VH,1
M,L,L,L,VH,1
VL,L,L,L,VH,0
VH,L,L,L,VH,1
VH,H,L,L,VH,0
VH,M,L,L,VH,1
VH,VL,L,L,VH,1
VH,VH,L,L,VH,1
VH,VH,H,L,VH,1
VH,VH,M,L,VH,1
VH,VH,VL,L,VH,0
VH,VH,VH,L,VH,1
VH,VH,VH,H,VH,1
VH,VH,VH,M,VH,1
VH,VH,VH,VL,VH,1
VH,VH,VH,VH,VH,1
VH,VH,VL,H,VH,0
VH,VH,VL,M,VH,0
VH,VH,VL,VL,VH,0
VH,VH,VL,VH,VH,1
VH,VH,M,H,VH,1
VH,VH,M,M,VH,1
VH,VH,M,VL,VH,0
VH,VH,M,VH,VH,1
VH,VH,H,H,VH,1
VH,VH,H,M,VH,0
VH,VH,H,VL,VH,0
VH,VH,H,VH,VH,1
VH,VH,L,H,VH,1
VH,VH,L,M,VH,1
VH,VH,L,VL,VH,0
VH,VH,L,VH,VH,1
VH,VL,H,L,VH,1
VH,VL,M,L,VH,1
VH,VL,VL,L,VH,0
VH,VL,VH,L,VH,1
VH,VL,VH,H,VH,1
VH,VL,VH,M,VH,0
VH,VL,VH,VL,VH,1
VH,VL,VH,VH,VH,1
VH,VL,VL,H,VH,1
VH,VL,VL,M,VH,0
VH,VL,VL,VL,VH,0
VH,VL,VL,VH,VH,1
VH,VL,M,H,VH,0
VH,VL,M,M,VH,0
VH,VL,M,VL,VH,1
VH,VL,M,VH,VH,1
VH,VL,H,H,VH,1
VH,VL,H,M,VH,1
VH,VL,H,VL,VH,1
VH,VL,H,VH,VH,1
VH,VL,L,H,VH,1
VH,VL,L,M,VH,0
VH,VL,L,VL,VH,1
VH,VL,L,VH,VH,1
VH,M,H,L,VH,1
VH,M,M,L,VH,0
VH,M,VL,L,VH,1
VH,M,VH,L,VH,1
VH,M,VH,H,VH,0
VH,M,VH,M,VH,1
VH,M,VH,VL,VH,1
VH,M,VH,VH,VH,1
VH,M,VL,H,VH,0
VH,M,VL,M,VH,0
VH,M,VL,VL,VH,0
VH,M,VL,VH,VH,1
VH,M,M,H,VH,1
VH,M,M,M,VH,1
VH,M,M,VL,VH,0
VH,M,M,VH,VH,1
VH,M,H,H,VH,1
VH,M,H,M,VH,0
VH,M,H,VL,VH,1
VH,M,H,VH,VH,1
VH,M,L,H,VH,1
VH,M,L,M,VH,1
VH,M,L,VL,VH,1
VH,M,L,VH,VH,1
VH,H,H,L,VH,1
VH,H,M,L,VH,1
VH,H,VL,L,VH,0
VH,H,VH,L,VH,1
VH,H,VH,H,VH,1
VH,H,VH,M,VH,0
VH,H,VH,VL,VH,1
VH,H,VH,VH,VH,1
VH,H,VL,H,VH,1
VH,H,VL,M,VH,0
VH,H,VL,VL,VH,1
VH,H,VL,VH,VH,1
VH,H,M,H,VH,0
VH,H,M,M,VH,0
VH,H,M,VL,VH,1
VH,H,M,VH,VH,1
VH,H,H,H,VH,0
VH,H,H,M,VH,1
VH,H,H,VL,VH,1
VH,H,H,VH,VH,1
VH,H,L,H,VH,1
VH,H,L,M,VH,0
VH,H,L,VL,VH,0
VH,H,L,VH,VH,1
VH,L,H,L,VH,1
VH,L,M,L,VH,1
VH,L,VL,L,VH,1
VH,L,VH,L,VH,1
VH,L,VH,H,VH,0
VH,L,VH,M,VH,1
VH,L,VH,VL,VH,1
VH,L,VH,VH,VH,1
VH,L,VL,H,VH,0
VH,L,VL,M,VH,1
VH,L,VL,VL,VH,1
VH,L,VL,VH,VH,1
VH,L,M,H,VH,1
VH,L,M,M,VH,1
VH,L,M,VL,VH,1
VH,L,M,VH,VH,1
VH,L,H,H,VH,0
VH,L,H,M,VH,0
VH,L,H,VL,VH,1
VH,L,H,VH,VH,1
VH,L,L,H,VH,1
VH,L,L,M,VH,0
VH,L,L,VL,VH,1
VH,L,L,VH,VH,1
VL,H,L,L,VH,1
VL,M,L,L,VH,1
VL,VL,L,L,VH,1
VL,VH,L,L,VH,1
VL,VH,H,L,VH,1
VL,VH,M,L,VH,1
VL,VH,VL,L,VH,1
VL,VH,VH,L,VH,1
VL,VH,VH,H,VH,1
VL,VH,VH,M,VH,1
VL,VH,VH,VL,VH,1
VL,VH,VH,VH,VH,1
VL,VH,VL,H,VH,1
VL,VH,VL,M,VH,0
VL,VH,VL,VL,VH,0
VL,VH,VL,VH,VH,1
VL,VH,M,H,VH,1
VL,VH,M,M,VH,0
VL,VH,M,VL,VH,0
VL,VH,M,VH,VH,1
VL,VH,H,H,VH,1
VL,VH,H,M,VH,1
VL,VH,H,VL,VH,1
VL,VH,H,VH,VH,1
VL,VH,L,H,VH,1
VL,VH,L,M,VH,1
VL,VH,L,VL,VH,1
